composite_key,q_id,region,state,county,utility,developer,fuel_bucketed,mw_total,q_year,viability,confidence
C2-92_West_ID_2022.0,C2-92,West,ID,Bingham,PacifiCorp,PacifiCorp,Wind,206.0,2022.0,0.15120275,validated
C2-136_West_UT_2022.0,C2-136,West,UT,Iron,PacifiCorp,,Solar+Battery,50.0,2022.0,0.15120275,validated
C2-179_West_UT_2022.0,C2-179,West,UT,Millard,PacifiCorp,FEC Development LLC,Other_combined,40.0,2022.0,0.15120275,validated
24INR0263_ERCOT_TX_2022.0,24INR0263,ERCOT,TX,Schleicher,,Cold Creek Solar LLC,Solar,455.0,2022.0,0.15120275,unvalidated_ercot_bias
J1642_MISO_IN_2022.0,J1642,MISO,IN,Spencer,Southern Indiana Gas & Electric Company d/b/a Centerpoint Energy Indiana South,,Solar+Battery,200.0,2022.0,0.15120275,unvalidated
AH2-112_PJM_IN_2022.0,AH2-112,PJM,IN,St. Joseph,AEP,,Solar+Battery,250.0,2022.0,0.15120275,validated
AH2-113_PJM_IL_2022.0,AH2-113,PJM,IL,Livingston,ComEd,,Solar+Battery,250.0,2022.0,0.15120275,validated
R1018_MISO_IA_2022.0,R1018,MISO,IA,Allamakee,Alliant Energy West,,Other_combined,280.0,2022.0,0.15120275,unvalidated
AH2-119_PJM_PA_2022.0,AH2-119,PJM,PA,Crawford,PENELEC,,Solar,15.0,2022.0,0.15120275,validated
AH2-127_PJM_NJ_2022.0,AH2-127,PJM,NJ,Burlington,PSEG,,Battery,18.0,2022.0,0.15120275,validated
AH2-138_PJM_VA_2022.0,AH2-138,PJM,VA,Nelson,AEP,,Solar,10.0,2022.0,0.15120275,validated
AH2-145_PJM_VA_2022.0,AH2-145,PJM,VA,King George,Dominion,,Battery,52.3,2022.0,0.15120275,validated
AH2-137_PJM_VA_2022.0,AH2-137,PJM,VA,Amherst,AEP,,Solar,10.0,2022.0,0.15120275,validated
AH2-135_PJM_PA_2022.0,AH2-135,PJM,PA,Luzerne,PPL,,Solar,50.0,2022.0,0.15120275,validated
24INR0260_ERCOT_TX_2022.0,24INR0260,ERCOT,TX,Nueces,,Momentum Lager LLC,Battery,31.1,2022.0,0.15120275,unvalidated_ercot_bias
24INR0258_ERCOT_TX_2022.0,24INR0258,ERCOT,TX,Knox,,"ZSS Power, LLC",Solar,457.5,2022.0,0.15120275,unvalidated_ercot_bias
AF1-299_PJM_MD_2019.0,AF1-299,PJM,MD,Harford,BGE,,Solar,15.0,2019.0,0.15120275,validated
1213_ISO-NE_MA_2022.0,1213,ISO-NE,MA,Middlesex,NU,,Battery,4.98999977111816,2022.0,0.15120275,validated
AH2-400_PJM_VA_2022.0,AH2-400,PJM,VA,Rockingham,Dominion,,Solar,20.0,2022.0,0.15120275,validated
AH2-075_PJM_VA_2022.0,AH2-075,PJM,VA,City Of Hampton,Dominion,,Battery,29.12,2022.0,0.15120275,validated
AH2-072_PJM_VA_2022.0,AH2-072,PJM,VA,Washington,AEP,,Battery,62.1,2022.0,0.15120275,validated
AF1-294_PJM_VA_2019.0,AF1-294,PJM,VA,Amelia,Dominion,,Solar,41.0,2019.0,0.15120275,validated
AF1-292_PJM_VA_2019.0,AF1-292,PJM,VA,Greensville,Dominion,,Solar,14.9,2019.0,0.15120275,validated
AF1-291_PJM_VA_2019.0,AF1-291,PJM,VA,Chesterfield,Dominion,,Solar,20.0,2019.0,0.15120275,validated
AF1-302_PJM_PA_2019.0,AF1-302,PJM,PA,Jefferson,PENELEC,,Solar,42.0,2019.0,0.15120275,validated
AF1-331_PJM_IL_2019.0,AF1-331,PJM,IL,Ogle,ComEd,,Solar,20.0,2019.0,0.15120275,validated
AF1-300_PJM_MD_2019.0,AF1-300,PJM,MD,Harford,BGE,,Solar,15.0,2019.0,0.15120275,validated
AF1-321_PJM_PA_2019.0,AF1-321,PJM,PA,Somerset,PENELEC,,Solar,20.0,2019.0,0.15120275,validated
AH2-153_PJM_IN_2022.0,AH2-153,PJM,IN,Vermillion,AEP,,Solar+Battery,180.0,2022.0,0.15120275,validated
AH2-136_PJM_VA_2022.0,AH2-136,PJM,VA,Essex,Dominion,,Solar,20.0,2022.0,0.15120275,validated
AH2-148_PJM_OH_2022.0,AH2-148,PJM,OH,Union,AEP,,Solar+Battery,152.0,2022.0,0.15120275,validated
AH2-129_PJM_PA_2022.0,AH2-129,PJM,PA,Armstrong,APS,,Solar,36.0,2022.0,0.15120275,validated
AH2-157_PJM_PA_2022.0,AH2-157,PJM,PA,Somerset,PENELEC,,Solar,12.0,2022.0,0.15120275,validated
J1576_MISO_LA_2022.0,J1576,MISO,LA,Washington Parish,ENTERGY LOUISIANA,,Solar,200.0,2022.0,0.15120275,unvalidated
24INR0201_ERCOT_TX_2022.0,24INR0201,ERCOT,TX,Wichita,,"Wichita Solar I, LLC",Solar,625.0,2022.0,0.15120275,unvalidated_ercot_bias
81_CAISO_CA_2005.0,81,CAISO,CA,Lake,PGAE,,Other_combined,56.8815,2005.0,0.15120275,unvalidated
S14_PJM_PA_2007.0,S14,PJM,PA,Allegheny,APS,,Wind,54.9,2007.0,0.15120275,validated
07-018_West_OR_2007.0,07-018,West,OR,Jefferson,Portland General Electric,,Other,18.5,2007.0,0.15120275,validated
28INR0149_ERCOT_TX_2024.0,28INR0149,ERCOT,TX,Falls,,"Fallstone Solar, LLC",Battery,1.71,2024.0,0.15120275,unvalidated_ercot_bias
28INR0202_ERCOT_TX_2024.0,28INR0202,ERCOT,TX,Scurry,,Fluvanna Max Solar LLC,Battery,50.0,2024.0,0.15120275,unvalidated_ercot_bias
GEN-2024-SR17_SPP_OK_2024.0,GEN-2024-SR17,SPP,OK,Kay,OG&E,,Battery,154.6,2024.0,0.15120275,unvalidated
894253_Southeast_NC_2000.0,894253,Southeast,NC,Cleveland,Duke Energy Carolinas,,Other,2.8,2000.0,0.15120275,validated
24INR0110_ERCOT_TX_2022.0,24INR0110,ERCOT,TX,Jackson,,"Galsol, LLC",Solar,70.0,2022.0,0.15120275,unvalidated_ercot_bias
AH2-087_PJM_IL_2022.0,AH2-087,PJM,IL,Ogle,ComEd,,Battery,50.0,2022.0,0.15120275,validated
AH2-100_PJM_VA_2022.0,AH2-100,PJM,VA,Prince Edward,Dominion,,Solar,20.0,2022.0,0.15120275,validated
AH2-089_PJM_IL_2022.0,AH2-089,PJM,IL,Lee,ComEd,,Battery,50.0,2022.0,0.15120275,validated
AH2-091_PJM_IL_2022.0,AH2-091,PJM,IL,Lee,ComEd,,Battery,50.0,2022.0,0.15120275,validated
AH2-090_PJM_IL_2022.0,AH2-090,PJM,IL,Lee,ComEd,,Battery,50.0,2022.0,0.15120275,validated
AH2-086_PJM_IL_2022.0,AH2-086,PJM,IL,Ogle,ComEd,,Battery,50.0,2022.0,0.15120275,validated
929_ISO-NE_ME_2019.0,929,ISO-NE,ME,York,ISO-NE,,Solar,20.0,2019.0,0.15120275,validated
AH2-088_PJM_IL_2022.0,AH2-088,PJM,IL,Ogle,ComEd,,Battery,50.0,2022.0,0.15120275,validated
AF2-032_PJM_IL_2019.0,AF2-032,PJM,IL,Christian,ComEd,,Solar,20.0,2019.0,0.15120275,validated
AF2-029_PJM_PA_2019.0,AF2-029,PJM,PA,Fayette,APS,,Battery,20.0,2019.0,0.15120275,validated
AF2-030_PJM_PA_2019.0,AF2-030,PJM,PA,Berks,ME,,Battery,20.0,2019.0,0.15120275,validated
AF2-031_PJM_IL_2019.0,AF2-031,PJM,IL,Cook,ComEd,,Battery,20.0,2019.0,0.15120275,validated
935_ISO-NE_ME_2019.0,935,ISO-NE,ME,Cumberland,ISO-NE,,Solar,17.1000003814697,2019.0,0.15120275,validated
AH2-080_PJM_VA_2022.0,AH2-080,PJM,VA,Brunswick,Dominion,,Solar,52.65,2022.0,0.15120275,validated
AH2-105_PJM_VA_2022.0,AH2-105,PJM,VA,Rockingham,Dominion,,Solar,16.0,2022.0,0.15120275,validated
425A_Southeast_FL_2022.0,425A,Southeast,FL,Jackson,Florida Power & Light,Third Party,Solar+Battery,75.0,2022.0,0.15120275,validated
24INR0172_ERCOT_TX_2022.0,24INR0172,ERCOT,TX,Grimes,,Smith Lake Solar,Solar,402.0,2022.0,0.15120275,unvalidated_ercot_bias
1329_NYISO_NY_2022.0,1329,NYISO,NY,Oswego,NM-NG,ELP Granby Solar II LLC,Solar+Battery,20.0,2022.0,0.15120275,unvalidated
AH2-107_PJM_VA_2022.0,AH2-107,PJM,VA,City Of Suffolk,Dominion,,Battery,69.0,2022.0,0.15120275,validated
R1019_MISO_IA_2022.0,R1019,MISO,IA,Des Moines,Alliant Energy West,,Other_combined,212.0,2022.0,0.15120275,unvalidated
AF2-002_PJM_PA_2019.0,AF2-002,PJM,PA,Somerset,PENELEC,,Solar,10.0,2019.0,0.15120275,validated
AF2-001_PJM_PA_2019.0,AF2-001,PJM,PA,Somerset,PENELEC,,Solar,20.0,2019.0,0.15120275,validated
AH2-096_PJM_MD_2022.0,AH2-096,PJM,MD,Dorchester,DPL,,Solar,19.5,2022.0,0.15120275,validated
J2317_MISO_LA_2021.0,J2317,MISO,LA,Ouachita Parish,CLECO POWER,,Solar,225.0,2021.0,0.15120275,unvalidated
20INR0296_ERCOT_TX_2019.0,20INR0296,ERCOT,TX,Glasscock,,"RWE Renewables Development, LLC",Wind,0.5,2019.0,0.15120275,unvalidated_ercot_bias
AF2-035_PJM_VA_2019.0,AF2-035,PJM,VA,Hanover,Dominion,,Solar,72.0,2019.0,0.15120275,validated
AF2-039_PJM_PA_2019.0,AF2-039,PJM,PA,Clearfield,PENELEC,,Solar,13.5,2019.0,0.15120275,validated
940_ISO-NE_CT_2019.0,940,ISO-NE,CT,Hartford,ISO-NE,,Solar,25.0,2019.0,0.15120275,validated
23INR0007_ERCOT_TX_2019.0,23INR0007,ERCOT,TX,Webb,,Hecate Energy Outpost Solar LLC,Solar,517.3,2019.0,0.15120275,unvalidated_ercot_bias
AH2-195_PJM_PA_2022.0,AH2-195,PJM,PA,Indiana,PENELEC,,Solar,65.0,2022.0,0.15120275,validated
AH2-206_PJM_IL_2022.0,AH2-206,PJM,IL,Cook,ComEd,,Battery,10.0,2022.0,0.15120275,validated
AH2-223_PJM_IN_2022.0,AH2-223,PJM,IN,Jay,AEP,,Solar,50.0,2022.0,0.15120275,validated
AH2-229_PJM_PA_2022.0,AH2-229,PJM,PA,Bedford,PENELEC,,Battery,50.0,2022.0,0.15120275,validated
AH2-205_PJM_IL_2022.0,AH2-205,PJM,IL,Cook,ComEd,,Battery,10.0,2022.0,0.15120275,validated
AH2-245_PJM_PA_2022.0,AH2-245,PJM,PA,Allegheny,DL,,Battery,25.0,2022.0,0.15120275,validated
24INR0181_ERCOT_TX_2021.0,24INR0181,ERCOT,TX,Coryell,,"Bynum Solar Project, LLC",Solar,56.3,2021.0,0.15120275,unvalidated_ercot_bias
AH2-050_PJM_VA_2021.0,AH2-050,PJM,VA,Accomack,ODEC,,Battery,20.0,2021.0,0.15120275,validated
AH2-163_PJM_PA_2022.0,AH2-163,PJM,PA,Armstrong,APS,,Solar,19.8,2022.0,0.15120275,validated
AH2-048_PJM_VA_2021.0,AH2-048,PJM,VA,Northampton,ODEC,,Battery,20.0,2021.0,0.15120275,validated
AH2-049_PJM_MD_2021.0,AH2-049,PJM,MD,Somerset,DPL,,Battery,20.0,2021.0,0.15120275,validated
24INR0188_ERCOT_TX_2021.0,24INR0188,ERCOT,TX,Navarro,,,Solar,505.5,2021.0,0.15120275,unvalidated_ercot_bias
J2249_MISO_LA_2021.0,J2249,MISO,LA,Acadia Parish,ENTERGY LOUISIANA,,Solar,144.0,2021.0,0.15120275,unvalidated
J2228_MISO_LA_2021.0,J2228,MISO,LA,Concordia Parish,ENTERGY LOUISIANA,,Solar,200.0,2021.0,0.15120275,unvalidated
J1999_MISO_LA_2021.0,J1999,MISO,LA,Rapides Parish,CLECO POWER,,Solar,100.0,2021.0,0.15120275,unvalidated
AH2-244_PJM_PA_2022.0,AH2-244,PJM,PA,Allegheny,DL,,Battery,25.0,2022.0,0.15120275,validated
AH2-260_PJM_WV_2022.0,AH2-260,PJM,WV,Preston,APS,,Solar,70.0,2022.0,0.15120275,validated
AH2-189_PJM_PA_2022.0,AH2-189,PJM,PA,Susquehanna,PENELEC,,Solar,12.0,2022.0,0.15120275,validated
AH2-190_PJM_PA_2022.0,AH2-190,PJM,PA,Somerset,PENELEC,,Solar,12.0,2022.0,0.15120275,validated
AH2-258_PJM_IL_2022.0,AH2-258,PJM,IL,Kendall,ComEd,,Solar+Battery,172.0,2022.0,0.15120275,validated
AH2-187_PJM_PA_2022.0,AH2-187,PJM,PA,Clarion,APS,,Solar,20.0,2022.0,0.15120275,validated
AH2-412_PJM_NJ_2022.0,AH2-412,PJM,NJ,Cumberland,AEC,,Solar,7.35,2022.0,0.15120275,validated
AH2-419_PJM_IN_2022.0,AH2-419,PJM,IN,Laporte,AEP,,Solar+Battery,210.0,2022.0,0.15120275,validated
AH2-420_PJM_PA_2022.0,AH2-420,PJM,PA,Crawford,PENELEC,,Battery,50.0,2022.0,0.15120275,validated
1197_ISO-NE_MA_2021.0,1197,ISO-NE,MA,Bristol,,,Battery,150.0,2021.0,0.15120275,validated
AF1-337_PJM_PA_2019.0,AF1-337,PJM,PA,Union,PPL,,Solar,20.0,2019.0,0.15120275,validated
AF1-287_PJM_PA_2019.0,AF1-287,PJM,PA,Crawford,PENELEC,,Solar,20.0,2019.0,0.15120275,validated
AH2-064_PJM_PA_2021.0,AH2-064,PJM,PA,Beaver,DL,,Solar,10.0,2021.0,0.15120275,validated
21INR0341_ERCOT_TX_2019.0,21INR0341,ERCOT,TX,Wharton,,"Apollo Solar Ranch, LLC",Solar,609.74,2019.0,0.15120275,unvalidated_ercot_bias
AF2-024_PJM_NJ_2019.0,AF2-024,PJM,NJ,Gloucester,AEC,,Battery,24.0,2019.0,0.15120275,validated
AF2-025_PJM_NJ_2019.0,AF2-025,PJM,NJ,Atlantic,AEC,,Battery,20.0,2019.0,0.15120275,validated
AF2-020_PJM_NJ_2019.0,AF2-020,PJM,NJ,Cumberland,AEC,,Battery,20.0,2019.0,0.15120275,validated
AF2-019_PJM_NJ_2019.0,AF2-019,PJM,NJ,Cape May,AEC,,Battery,20.0,2019.0,0.15120275,validated
AF2-027_PJM_IL_2019.0,AF2-027,PJM,IL,Lake,ComEd,,Battery,50.0,2019.0,0.15120275,validated
630_West_NV_2022.0,630,West,NV,Elko,Idaho Power Company,"Elko County Solar 1, LLC",Solar+Battery,53.0,2022.0,0.15120275,validated
AH2-061_PJM_VA_2021.0,AH2-061,PJM,VA,Prince William,Dominion,,Battery,55.0,2021.0,0.15120275,validated
AH2-057_PJM_VA_2021.0,AH2-057,PJM,VA,Buckingham,AEP,,Solar,29.9,2021.0,0.15120275,validated
AH2-060_PJM_VA_2021.0,AH2-060,PJM,VA,Prince William,Dominion,,Battery,55.0,2021.0,0.15120275,validated
AH2-059_PJM_VA_2021.0,AH2-059,PJM,VA,Prince William,Dominion,,Battery,30.0,2021.0,0.15120275,validated
AH2-058_PJM_VA_2021.0,AH2-058,PJM,VA,Prince William,Dominion,,Battery,30.0,2021.0,0.15120275,validated
AF1-333_PJM_PA_2019.0,AF1-333,PJM,PA,Union,PPL,,Solar,20.0,2019.0,0.15120275,validated
24INR0133_ERCOT_TX_2021.0,24INR0133,ERCOT,TX,Edwards,,BRP Hestia BESS LLC,Battery,29.05,2021.0,0.15120275,unvalidated_ercot_bias
AH2-063_PJM_PA_2021.0,AH2-063,PJM,PA,Beaver,DL,,Solar,20.0,2021.0,0.15120275,validated
AF1-238_PJM_NJ_2019.0,AF1-238,PJM,NJ,Cumberland,AEC,,Battery,50.0,2019.0,0.15120275,validated
AF1-339_PJM_PA_2019.0,AF1-339,PJM,PA,Union,PPL,,Solar,20.0,2019.0,0.15120275,validated
AF1-239_PJM_NJ_2019.0,AF1-239,PJM,NJ,Cumberland,AEC,,Battery,30.0,2019.0,0.15120275,validated
AF1-217_PJM_PA_2019.0,AF1-217,PJM,PA,Crawford,PENELEC,,Solar,20.0,2019.0,0.15120275,validated
AF1-226_PJM_PA_2019.0,AF1-226,PJM,PA,Columbia,PPL,,Solar,35.0,2019.0,0.15120275,validated
AF1-330_PJM_IL_2019.0,AF1-330,PJM,IL,Mchenry,ComEd,,Solar,20.0,2019.0,0.15120275,validated
AF1-254_PJM_PA_2019.0,AF1-254,PJM,PA,Franklin,APS,,Solar,20.0,2019.0,0.15120275,validated
AF1-240_PJM_PA_2019.0,AF1-240,PJM,PA,Armstrong,PENELEC,,Solar,15.75,2019.0,0.15120275,validated
25INR0045_ERCOT_TX_2022.0,25INR0045,ERCOT,TX,Grimes,,Smith Lake Solar,Battery,65.0,2022.0,0.15120275,unvalidated_ercot_bias
AH2-198_PJM_MD_2022.0,AH2-198,PJM,MD,Wicomico,DPL,,Solar,74.715,2022.0,0.15120275,validated
LG-19-9-2_West_NM_2019.0,LG-19-9-2,West,NM,Dona Ana,El Paso Electric Company,,Solar,50.0,2019.0,0.15120275,validated
AF1-338_PJM_PA_2019.0,AF1-338,PJM,PA,Union,PPL,,Solar,20.0,2019.0,0.15120275,validated
AF1-271A_PJM_PA_2019.0,AF1-271A,PJM,PA,Dauphin,PPL,,Solar,17.0,2019.0,0.15120275,validated
AH2-056_PJM_VA_2021.0,AH2-056,PJM,VA,Chesterfield,Dominion,,Battery,36.0,2021.0,0.15120275,validated
J2529_MISO_LA_2022.0,J2529,MISO,LA,Rapides Parish,CLECO POWER,,Solar,200.0,2022.0,0.15120275,unvalidated
J2526_MISO_LA_2022.0,J2526,MISO,LA,Red River Parish,CLECO POWER,,Solar,200.0,2022.0,0.15120275,unvalidated
J3230_MISO_AR_2022.0,J3230,MISO,AR,Crittenden,ENTERGY ARKANSAS,,Other_combined,200.0,2022.0,0.15120275,unvalidated
J2508_MISO_LA_2022.0,J2508,MISO,LA,Webster Parish,ENTERGY LOUISIANA,,Solar,300.0,2022.0,0.15120275,unvalidated
24INR0094_ERCOT_TX_2021.0,24INR0094,ERCOT,TX,Jack,,Hecate Energy Dovetail Solar 1 LLC,Solar,666.1,2021.0,0.15120275,unvalidated_ercot_bias
1163_ISO-NE_RI_2021.0,1163,ISO-NE,RI,Washington,,,Battery,205.0,2021.0,0.15120275,validated
AH1-399_PJM_VA_2021.0,AH1-399,PJM,VA,Hanover,Dominion,,Solar,12.0,2021.0,0.15120275,validated
J2574_MISO_AR_2022.0,J2574,MISO,AR,Arkansas,ENTERGY ARKANSAS,,Solar+Battery,172.0,2022.0,0.15120275,unvalidated
J2533_MISO_LA_2022.0,J2533,MISO,LA,Union Parish,ENTERGY LOUISIANA,,Solar,100.0,2022.0,0.15120275,unvalidated
J2692_MISO_MS_2022.0,J2692,MISO,MS,Choctaw,"ENTERGY MISSISSIPPI, LLC.",,Other_combined,500.0,2022.0,0.15120275,unvalidated
J2381_MISO_LA_2022.0,J2381,MISO,LA,Union Parish,ENTERGY LOUISIANA,,Solar,200.0,2022.0,0.15120275,unvalidated
J3027_MISO_IL_2022.0,J3027,MISO,IL,Mclean,AMEREN TRANSMISSION COMPANY OF ILLINOIS,,Other_combined,300.0,2022.0,0.15120275,unvalidated
J3026_MISO_LA_2022.0,J3026,MISO,LA,Beauregard Parish,CLECO POWER,,Battery,175.0,2022.0,0.15120275,unvalidated
J2880_MISO_AR_2022.0,J2880,MISO,AR,Jefferson,ENTERGY ARKANSAS,,Solar+Battery,150.0,2022.0,0.15120275,unvalidated
21INR0344_ERCOT_TX_2019.0,21INR0344,ERCOT,TX,Jackson,,"Lunis Creek Solar Project, LLC",Solar,617.12,2019.0,0.15120275,unvalidated_ercot_bias
J2385_MISO_LA_2022.0,J2385,MISO,LA,Franklin Parish,ENTERGY LOUISIANA,,Solar,179.0,2022.0,0.15120275,unvalidated
23INR0273_ERCOT_TX_2021.0,23INR0273,ERCOT,TX,Wilbarger,,"Eastern Trail Solar Center, LLC",Solar,438.75,2021.0,0.15120275,unvalidated_ercot_bias
23INR0345_ERCOT_TX_2021.0,23INR0345,ERCOT,TX,Harris,,"Elmax Generating, LLC",Gas,518.83,2021.0,0.15120275,unvalidated_ercot_bias
AF2-162_PJM_IN_2020.0,AF2-162,PJM,IN,Blackford,AEP,,Solar,45.0,2020.0,0.15120275,validated
AF2-166_PJM_PA_2020.0,AF2-166,PJM,PA,Venango,PENELEC,,Solar,20.0,2020.0,0.15120275,validated
965_ISO-NE_RI_2020.0,965,ISO-NE,RI,Kent,NGRID,,Solar,10.3680000305175,2020.0,0.15120275,validated
AH1-641_PJM_NJ_2021.0,AH1-641,PJM,NJ,Salem,AEC,,Solar,15.0,2021.0,0.15120275,validated
J3019_MISO_LA_2022.0,J3019,MISO,LA,East Feliciana Parish,ENTERGY LOUISIANA,,Solar+Battery,180.0,2022.0,0.15120275,unvalidated
J2917_MISO_LA_2022.0,J2917,MISO,LA,Ouachita Parish,ENTERGY LOUISIANA,,Solar,80.0,2022.0,0.15120275,unvalidated
J3015_MISO_IL_2022.0,J3015,MISO,IL,Ford,AMEREN ILLINOIS,,Other_combined,400.0,2022.0,0.15120275,unvalidated
J2714_MISO_LA_2022.0,J2714,MISO,LA,St. Landry Parish,CLECO POWER,,Solar,162.0,2022.0,0.15120275,unvalidated
J2715_MISO_LA_2022.0,J2715,MISO,LA,Acadia Parish,ENTERGY LOUISIANA,,Solar,120.0,2022.0,0.15120275,unvalidated
J3122_MISO_AR_2022.0,J3122,MISO,AR,Crittenden,ENTERGY ARKANSAS,,Other_combined,200.0,2022.0,0.15120275,unvalidated
J3098_MISO_LA_2022.0,J3098,MISO,LA,Franklin Parish,ENTERGY LOUISIANA,,Solar,75.0,2022.0,0.15120275,unvalidated
AH1-491_PJM_PA_2021.0,AH1-491,PJM,PA,Erie,PENELEC,,Solar,20.0,2021.0,0.15120275,validated
J2727_MISO_MS_2022.0,J2727,MISO,MS,Holmes,"ENTERGY MISSISSIPPI, LLC.",,Solar+Battery,140.0,2022.0,0.15120275,unvalidated
AI1-212_PJM_PA_2022.0,AI1-212,PJM,PA,Jefferson,PENELEC,,Solar+Battery,182.0,2022.0,0.15120275,validated
J2643_MISO_LA_2022.0,J2643,MISO,LA,Washington Parish,ENTERGY LOUISIANA,,Solar,150.0,2022.0,0.15120275,unvalidated
J3055_MISO_LA_2022.0,J3055,MISO,LA,Washington Parish,ENTERGY LOUISIANA,,Solar,250.0,2022.0,0.15120275,unvalidated
J2424_MISO_LA_2022.0,J2424,MISO,LA,Evangeline Parish,CLECO POWER,,Battery,100.0,2022.0,0.15120275,unvalidated
J2411_MISO_LA_2022.0,J2411,MISO,LA,De Soto Parish,CLECO POWER,,Solar,80.0,2022.0,0.15120275,unvalidated
R1012_MISO_IA_2021.0,R1012,MISO,IA,Linn,Alliant Energy West,,Other_combined,640.0,2021.0,0.15120275,unvalidated
J2405_MISO_LA_2022.0,J2405,MISO,LA,Jefferson Parish,ENTERGY LOUISIANA,,Battery,200.0,2022.0,0.15120275,unvalidated
J2470_MISO_LA_2022.0,J2470,MISO,LA,Rapides Parish,CLECO POWER,,Solar,100.0,2022.0,0.15120275,unvalidated
J3170_MISO_LA_2022.0,J3170,MISO,LA,Avoyelles Parish,CLECO POWER,,Solar,200.0,2022.0,0.15120275,unvalidated
J3097_MISO_MS_2022.0,J3097,MISO,MS,Amite,"ENTERGY MISSISSIPPI, LLC.",,Solar+Battery,150.0,2022.0,0.15120275,unvalidated
J2467_MISO_LA_2022.0,J2467,MISO,LA,Evangeline Parish,CLECO POWER,,Solar,105.0,2022.0,0.15120275,unvalidated
J2415_MISO_LA_2022.0,J2415,MISO,LA,Acadia Parish,ENTERGY LOUISIANA,,Battery,75.0,2022.0,0.15120275,unvalidated
J2791_MISO_LA_2022.0,J2791,MISO,LA,Lafayette Parish,LAFAYETTE UTILITIES SYSTEM,,Gas,262.71,2022.0,0.15120275,unvalidated
J3210_MISO_LA_2022.0,J3210,MISO,LA,St. Tammany Parish,CLECO POWER,,Solar+Battery,100.0,2022.0,0.15120275,unvalidated
J3211_MISO_LA_2022.0,J3211,MISO,LA,Washington Parish,ENTERGY LOUISIANA,,Solar+Battery,100.0,2022.0,0.15120275,unvalidated
J2348_MISO_LA_2022.0,J2348,MISO,LA,Webster Parish,ENTERGY LOUISIANA,,Solar,225.0,2022.0,0.15120275,unvalidated
J2580_MISO_LA_2022.0,J2580,MISO,LA,Winn Parish,ENTERGY LOUISIANA,,Solar,100.0,2022.0,0.15120275,unvalidated
J2701_MISO_LA_2022.0,J2701,MISO,LA,Jefferson Davis Parish,ENTERGY LOUISIANA,,Solar,100.0,2022.0,0.15120275,unvalidated
J2700_MISO_LA_2022.0,J2700,MISO,LA,Calcasieu Parish,ENTERGY LOUISIANA,,Solar,170.0,2022.0,0.15120275,unvalidated
24INR0098_ERCOT_TX_2021.0,24INR0098,ERCOT,TX,Jack,,Hecate Energy Dovetail Storage LLC,Battery,508.7,2021.0,0.15120275,unvalidated_ercot_bias
Company LT_West_NV_2021.0,Company LT,West,NV,Lander,NV Energy,,Other_combined,40.0,2021.0,0.15120275,validated
Company LR_West_NV_2021.0,Company LR,West,NV,Lander,NV Energy,,Other_combined,29.0,2021.0,0.15120275,validated
24INR0125_ERCOT_TX_2021.0,24INR0125,ERCOT,TX,Haskell,,Grasshopper Solar LLC,Solar,407.68,2021.0,0.15120275,unvalidated_ercot_bias
J2729_MISO_LA_2022.0,J2729,MISO,LA,"West Baton Rouge Parish, La",ENTERGY LOUISIANA,,Solar,200.0,2022.0,0.15120275,unvalidated
J2693_MISO_LA_2022.0,J2693,MISO,LA,Franklin Parish,ENTERGY LOUISIANA,,Solar,105.0,2022.0,0.15120275,unvalidated
J2371_MISO_LA_2022.0,J2371,MISO,LA,Morehouse Parish,ENTERGY LOUISIANA,,Solar,250.0,2022.0,0.15120275,unvalidated
J2803_MISO_MS_2022.0,J2803,MISO,MS,Carroll,"ENTERGY MISSISSIPPI, LLC.",,Solar+Battery,150.0,2022.0,0.15120275,unvalidated
J2753_MISO_LA_2022.0,J2753,MISO,LA,East Carroll Parish,ENTERGY LOUISIANA,,Solar,200.0,2022.0,0.15120275,unvalidated
J3214_MISO_IA_2022.0,J3214,MISO,IA,Lee,ITC MIDWEST,,Solar+Battery,185.0,2022.0,0.15120275,unvalidated
J2646_MISO_LA_2022.0,J2646,MISO,LA,Lincoln Parish,ENTERGY LOUISIANA,,Battery,130.0,2022.0,0.15120275,unvalidated
J3084_MISO_IN_2022.0,J3084,MISO,IN,Sullivan,DUKE ENERGY INDIANA,,Gas,641.8,2022.0,0.15120275,unvalidated
J3180_MISO_LA_2022.0,J3180,MISO,LA,De Soto Parish,CLECO POWER,,Solar,110.0,2022.0,0.15120275,unvalidated
AF2-165_PJM_PA_2020.0,AF2-165,PJM,PA,Venango,PENELEC,,Solar,18.9,2020.0,0.15120275,validated
AF2-192_PJM_NJ_2020.0,AF2-192,PJM,NJ,Hunterdon,JCPL,,Solar,7.0,2020.0,0.15120275,validated
J2857_MISO_MS_2022.0,J2857,MISO,MS,Tunica,"ENTERGY MISSISSIPPI, LLC.",,Solar+Battery,150.0,2022.0,0.15120275,unvalidated
J2869_MISO_MS_2022.0,J2869,MISO,MS,Sunflower,"ENTERGY MISSISSIPPI, LLC.",,Solar+Battery,150.0,2022.0,0.15120275,unvalidated
J2632_MISO_LA_2022.0,J2632,MISO,LA,Webster Parish,ENTERGY LOUISIANA,,Solar,100.0,2022.0,0.15120275,unvalidated
J2854_MISO_AR_2022.0,J2854,MISO,AR,White,ENTERGY ARKANSAS,,Solar+Battery,150.0,2022.0,0.15120275,unvalidated
