composite_key,q_id,region,state,county,utility,developer,fuel_bucketed,mw_total,q_year,viability,confidence
C1-15_West_OR_2021.0,C1-15,West,OR,Klamath,PacifiCorp,PacifiCorp,Battery,2.3,2021.0,1.0,validated
306_Southeast_FL_2017.0,306,Southeast,FL,Brevard,Florida Power & Light,FPL,Solar,74.5,2017.0,1.0,validated
303_Southeast_FL_2017.0,303,Southeast,FL,Martin,Florida Power & Light,FPL,Solar,74.5,2017.0,1.0,validated
289_Southeast_FL_2017.0,289,Southeast,FL,Miami-Dade,Florida Power & Light,FPL,Solar,74.5,2017.0,1.0,validated
263_Southeast_FL_2017.0,263,Southeast,FL,Palm Beach,Florida Power & Light,FPL,Solar,74.5,2017.0,1.0,validated
280_Southeast_FL_2017.0,280,Southeast,FL,Hendry,Florida Power & Light,FPL,Solar,74.5,2017.0,1.0,validated
318_Southeast_FL_2022.0,318,Southeast,FL,Suwannee,Duke Energy Florida,"Duke Energy Florida, LLC",Battery,8.0,2022.0,1.0,validated
293_Southeast_FL_2017.0,293,Southeast,FL,Nassau,Florida Power & Light,FPL,Solar,74.5,2017.0,1.0,validated
414_Southeast_FL_2020.0,414,Southeast,FL,Desoto,Florida Power & Light,FPL,Solar,74.5,2020.0,0.8333333,validated
366A_Southeast_FL_2019.0,366A,Southeast,FL,Calhoun,Florida Power & Light,FPL,Solar,74.5,2019.0,0.8333333,validated
409_Southeast_FL_2020.0,409,Southeast,FL,Desoto,Florida Power & Light,FPL,Solar,74.5,2020.0,0.8333333,validated
380A_Southeast_FL_2020.0,380A,Southeast,FL,Walton,Florida Power & Light,FPL,Solar,74.5,2020.0,0.8333333,validated
427_Southeast_FL_2022.0,427,Southeast,FL,Indian River,Florida Power & Light,FPL,Solar,74.5,2022.0,0.8333333,validated
425B_Southeast_FL_2022.0,425B,Southeast,FL,Gadsden,Florida Power & Light,FPL,Solar,74.5,2022.0,0.8333333,validated
378H_Southeast_FL_2020.0,378H,Southeast,FL,Walton,Florida Power & Light,FPL,Solar,74.5,2020.0,0.8333333,validated
407_Southeast_FL_2020.0,407,Southeast,FL,St. Lucie,Florida Power & Light,FPL,Solar,74.5,2020.0,0.8333333,validated
432_Southeast_FL_2022.0,432,Southeast,FL,Indian River,Florida Power & Light,FPL,Solar,74.5,2022.0,0.8333333,validated
439_Southeast_FL_2022.0,439,Southeast,FL,Desoto,Florida Power & Light,FPL,Solar,74.5,2022.0,0.8333333,validated
438_Southeast_FL_2022.0,438,Southeast,FL,Hendry,Florida Power & Light,FPL,Solar,74.5,2022.0,0.8333333,validated
428_Southeast_FL_2022.0,428,Southeast,FL,Manatee,Florida Power & Light,FPL,Solar,74.5,2022.0,0.8333333,validated
431_Southeast_FL_2022.0,431,Southeast,FL,Hendry,Florida Power & Light,FPL,Solar,74.5,2022.0,0.8333333,validated
430_Southeast_FL_2022.0,430,Southeast,FL,Desoto,Florida Power & Light,FPL,Solar,74.5,2022.0,0.8333333,validated
434_Southeast_FL_2022.0,434,Southeast,FL,Desoto,Florida Power & Light,FPL,Solar,74.5,2022.0,0.8333333,validated
408_Southeast_FL_2020.0,408,Southeast,FL,St. Lucie,Florida Power & Light,FPL,Solar,74.5,2020.0,0.8333333,validated
339_Southeast_FL_2018.0,339,Southeast,FL,Hendry,Florida Power & Light,FPL,Solar,74.5,2018.0,0.8333333,validated
347_Southeast_FL_2018.0,347,Southeast,FL,St Lucie,Florida Power & Light,FPL,Solar,74.5,2018.0,0.8333333,validated
406_Southeast_FL_2020.0,406,Southeast,FL,St. Lucie,Florida Power & Light,FPL,Solar,74.5,2020.0,0.8333333,validated
344_Southeast_FL_2018.0,344,Southeast,FL,Baker,Florida Power & Light,FPL,Solar,74.5,2018.0,0.8333333,validated
413_Southeast_FL_2020.0,413,Southeast,FL,Desoto,Florida Power & Light,FPL,Solar,74.5,2020.0,0.8333333,validated
411_Southeast_FL_2020.0,411,Southeast,FL,St. Lucie,Florida Power & Light,FPL,Solar,74.5,2020.0,0.8333333,validated
437_Southeast_FL_2022.0,437,Southeast,FL,Manatee,Florida Power & Light,FPL,Solar,74.5,2022.0,0.8333333,validated
410_Southeast_FL_2020.0,410,Southeast,FL,St. Lucie,Florida Power & Light,FPL,Solar,74.5,2020.0,0.8333333,validated
404_Southeast_FL_2020.0,404,Southeast,FL,St. Lucie,Florida Power & Light,FPL,Solar,74.5,2020.0,0.8333333,validated
398_Southeast_FL_2020.0,398,Southeast,FL,Putnam,Florida Power & Light,FPL,Solar,74.5,2020.0,0.8333333,validated
400_Southeast_FL_2020.0,400,Southeast,FL,Okeechobee,Florida Power & Light,FPL,Solar,74.5,2020.0,0.8333333,validated
412_Southeast_FL_2020.0,412,Southeast,FL,St. Lucie,Florida Power & Light,FPL,Solar,74.5,2020.0,0.8333333,validated
403_Southeast_FL_2020.0,403,Southeast,FL,St. Lucie,Florida Power & Light,FPL,Solar,74.5,2020.0,0.8333333,validated
376_Southeast_FL_2019.0,376,Southeast,FL,Baker,Florida Power & Light,FPL,Solar,74.5,2019.0,0.8333333,validated
273_Southeast_FL_2017.0,273,Southeast,FL,Miami-Dade,Florida Power & Light,FPL,Solar,50.0,2017.0,0.8266742,validated
419_Southeast_FL_2020.0,419,Southeast,FL,Martin,Florida Power & Light,FPL,Gas,60.0,2020.0,0.8122891,validated
358A_Southeast_FL_2018.0,358A,Southeast,FL,Jackson,Florida Power & Light,FPL,Solar+Battery,50.0,2018.0,0.8122891,validated
191894_Southeast_NC_2021.0,191894,Southeast,NC,Buncombe,Duke Energy Progress,"Duke Energy Progress, LLC",Battery,30.5,2021.0,0.81066746,validated
566170_Southeast_NC_2022.0,566170,Southeast,NC,Wake,Duke Energy Progress,"Duke Energy Progress, LLC",Battery,56.0,2022.0,0.81066746,validated
PIS095_West_OR_2024.0,PIS095,West,OR,Jefferson,PacifiCorp,PacifiCorp,Solar,19.9,2024.0,0.6386762,validated
PIS099_West_OR_2024.0,PIS099,West,OR,Jefferson,PacifiCorp,PacifiCorp,Solar,19.9,2024.0,0.6386762,validated
PIS092_West_UT_2024.0,PIS092,West,UT,Utah,PacifiCorp,PacifiCorp,Gas,73.0,2024.0,0.5555556,validated
C4-060_West_UT_2024.0,C4-060,West,UT,Salt Lake,PacifiCorp,PacifiCorp,Gas,17.0,2024.0,0.5555556,validated
358_Southeast_FL_2018.0,358,Southeast,FL,Brevard,Florida Power & Light,FPL,Solar,74.5,2018.0,0.5555556,validated
321_Southeast_FL_2022.0,321,Southeast,FL,Sumter,Duke Energy Florida,"Duke Energy Florida, LLC",Solar,74.9,2022.0,0.5555556,validated
322_Southeast_FL_2022.0,322,Southeast,FL,Sumter,Duke Energy Florida,"Duke Energy Florida, LLC",Solar,74.9,2022.0,0.5555556,validated
C4-066_West_UT_2024.0,C4-066,West,UT,Utah,PacifiCorp,PacifiCorp,Gas,62.0,2024.0,0.5555556,validated
862_West_UT_2017.0,862,West,UT,Box Elder,PacifiCorp,"Rocket Solar, LLC",Solar+Battery,45.0,2017.0,0.5555556,validated
356_Southeast_FL_2018.0,356,Southeast,FL,Brevard,Florida Power & Light,FPL,Solar,74.5,2018.0,0.5555556,validated
343_Southeast_FL_2024.0,343,Southeast,FL,Brevard,Duke Energy Florida,"Duke Energy Florida, LLC",Solar,74.9,2024.0,0.5555556,validated
PIS090_West_UT_2024.0,PIS090,West,UT,Utah,PacifiCorp,PacifiCorp,Gas,62.0,2024.0,0.5555556,validated
PIS091_West_UT_2024.0,PIS091,West,UT,Salt Lake,PacifiCorp,PacifiCorp,Gas,17.0,2024.0,0.5555556,validated
PIS093_West_UT_2024.0,PIS093,West,UT,Juab,PacifiCorp,PacifiCorp,Gas,71.0,2024.0,0.5555556,validated
426_Southeast_FL_2022.0,426,Southeast,FL,Miami-Dade,Florida Power & Light,FPL,Solar,24.5,2022.0,0.5555556,validated
338_Southeast_FL_2023.0,338,Southeast,FL,Hamilton,Duke Energy Florida,"Duke Energy Florida, LLC",Solar,74.9,2023.0,0.5555556,validated
C4-058_West_UT_2024.0,C4-058,West,UT,Juab,PacifiCorp,PacifiCorp,Gas,71.0,2024.0,0.5555556,validated
342_Southeast_FL_2024.0,342,Southeast,FL,Brevard,Duke Energy Florida,"Duke Energy Florida, LLC",Solar,74.9,2024.0,0.5555556,validated
C4-067_West_UT_2024.0,C4-067,West,UT,Utah,PacifiCorp,PacifiCorp,Gas,73.0,2024.0,0.5555556,validated
PIS005_West_WY_2022.0,PIS005,West,WY,Lincoln,PacifiCorp,PacifiCorp,Gas,48.0,2022.0,0.5555556,validated
C2-48_West_WY_2022.0,C2-48,West,WY,Lincoln,PacifiCorp,PacifiCorp,Gas,48.0,2022.0,0.5555556,validated
191_Southeast_FL_2016.0,191,Southeast,FL,Manatee,Florida Power & Light,FPL,Solar,74.5,2016.0,0.5555556,validated
357_Southeast_FL_2018.0,357,Southeast,FL,Brevard,Florida Power & Light,FPL,Solar,74.5,2018.0,0.5555556,validated
459_Southeast_FL_2022.0,459,Southeast,FL,Collier,Florida Power & Light,FPL,Solar,74.5,2022.0,0.5158391,validated
462_Southeast_FL_2022.0,462,Southeast,FL,Collier,Florida Power & Light,FPL,Solar,74.5,2022.0,0.5158391,validated
463_Southeast_FL_2022.0,463,Southeast,FL,Collier,Florida Power & Light,FPL,Solar,74.5,2022.0,0.5158391,validated
464_Southeast_FL_2022.0,464,Southeast,FL,Collier,Florida Power & Light,FPL,Solar,74.5,2022.0,0.5158391,validated
465_Southeast_FL_2022.0,465,Southeast,FL,Collier,Florida Power & Light,FPL,Solar,74.5,2022.0,0.5158391,validated
460_Southeast_FL_2022.0,460,Southeast,FL,Collier,Florida Power & Light,FPL,Solar,74.5,2022.0,0.5158391,validated
21INR0261_ERCOT_TX_2019.0,21INR0261,ERCOT,TX,Frio,,"Horizon Solar, LLC",Solar,204.09,2019.0,0.4351145,unvalidated_ercot_bias
21INR0265_ERCOT_TX_2019.0,21INR0265,ERCOT,TX,Ector,,Oberon Solar LLC,Solar,301.6,2019.0,0.4351145,unvalidated_ercot_bias
24INR0471_ERCOT_TX_2022.0,24INR0471,ERCOT,TX,Henderson,,"BT McGee Storage, LLC",Battery,151.39,2022.0,0.4351145,unvalidated_ercot_bias
25INR0229_ERCOT_TX_2022.0,25INR0229,ERCOT,TX,Hill,,Hillsboro Solar Energy Holdings LLC,Solar,203.1,2022.0,0.4351145,unvalidated_ercot_bias
24INR0448_ERCOT_TX_2022.0,24INR0448,ERCOT,TX,Hidalgo,,PureSky Development Inc,Battery,94.0,2022.0,0.4351145,unvalidated_ercot_bias
26INR0014_ERCOT_TX_2022.0,26INR0014,ERCOT,TX,Hunt,,"EDF Renewables Development, Inc.",Solar,274.14,2022.0,0.4351145,unvalidated_ercot_bias
25INR0199_ERCOT_TX_2022.0,25INR0199,ERCOT,TX,Limestone,,J&J Solar Ranch LLC,Solar,138.4,2022.0,0.4351145,unvalidated_ercot_bias
26INR0033_ERCOT_TX_2022.0,26INR0033,ERCOT,TX,Freestone,,Fairway Storage LLC,Battery,121.03,2022.0,0.4351145,unvalidated_ercot_bias
24INR0452_ERCOT_TX_2022.0,24INR0452,ERCOT,TX,Pecos,,"CENTURY GAS PROCESSING, LLC",Solar,178.2,2022.0,0.4351145,unvalidated_ercot_bias
24INR0455_ERCOT_TX_2022.0,24INR0455,ERCOT,TX,Pecos,,"CENTURY GAS PROCESSING, LLC",Battery,105.75,2022.0,0.4351145,unvalidated_ercot_bias
26INR0034_ERCOT_TX_2022.0,26INR0034,ERCOT,TX,Reeves,,Bracero Pecan Storage LLC,Battery,232.0,2022.0,0.4351145,unvalidated_ercot_bias
24INR0476_ERCOT_TX_2022.0,24INR0476,ERCOT,TX,Milam,,"DOS RIOS SOLAR, LLC",Battery,164.5,2022.0,0.4351145,unvalidated_ercot_bias
25INR0184_ERCOT_TX_2022.0,25INR0184,ERCOT,TX,Wise,,"Legato Storage, LLC",Battery,202.65,2022.0,0.4351145,unvalidated_ercot_bias
25INR0128_ERCOT_TX_2022.0,25INR0128,ERCOT,TX,Limestone,,Fiji Solar,Solar,202.7,2022.0,0.4351145,unvalidated_ercot_bias
25INR0192_ERCOT_TX_2022.0,25INR0192,ERCOT,TX,Hidalgo,,Palmvalley Energy Storage LLC,Battery,100.0,2022.0,0.4351145,unvalidated_ercot_bias
25INR0223_ERCOT_TX_2022.0,25INR0223,ERCOT,TX,Caldwell,,Lower Colorado River Authority,Gas,188.4,2022.0,0.4351145,unvalidated_ercot_bias
24INR0454_ERCOT_TX_2022.0,24INR0454,ERCOT,TX,Pecos,,"CENTURY GAS PROCESSING, LLC",Solar,207.36,2022.0,0.4351145,unvalidated_ercot_bias
25INR0231_ERCOT_TX_2022.0,25INR0231,ERCOT,TX,Hood,,APACHE HILL ENERGY CENTER,Battery,200.92,2022.0,0.4351145,unvalidated_ercot_bias
25INR0230_ERCOT_TX_2022.0,25INR0230,ERCOT,TX,Leon,,Black Mountain Energy Storage II,Battery,300.9,2022.0,0.4351145,unvalidated_ercot_bias
24INR0421_ERCOT_TX_2022.0,24INR0421,ERCOT,TX,Ector,,"Swift Air Solar, LLC",Solar,146.5,2022.0,0.4351145,unvalidated_ercot_bias
25INR0165_ERCOT_TX_2022.0,25INR0165,ERCOT,TX,Dickens,,Donegalsol,Solar,203.5,2022.0,0.4351145,unvalidated_ercot_bias
25INR0189_ERCOT_TX_2022.0,25INR0189,ERCOT,TX,Fayette,,"Staccato Storage, LLC",Battery,202.65,2022.0,0.4351145,unvalidated_ercot_bias
25INR0220_ERCOT_TX_2022.0,25INR0220,ERCOT,TX,Navarro,,"Hector Solar, LLC",Solar,81.59,2022.0,0.4351145,unvalidated_ercot_bias
25INR0215_ERCOT_TX_2022.0,25INR0215,ERCOT,TX,Nacogdoches,,Middlebrook Solar LLC,Battery,158.63,2022.0,0.4351145,unvalidated_ercot_bias
25INR0146_ERCOT_TX_2022.0,25INR0146,ERCOT,TX,Reeves,,"Blue Heron BESS, LLC",Battery,201.08,2022.0,0.4351145,unvalidated_ercot_bias
25INR0134_ERCOT_TX_2022.0,25INR0134,ERCOT,TX,Lamar,,"SGT HOSKINS SOLAR PROJECT, LLC",Solar,204.12,2022.0,0.4351145,unvalidated_ercot_bias
24INR0427_ERCOT_TX_2022.0,24INR0427,ERCOT,TX,Bexar,,CPS Energy,Gas,11.3,2022.0,0.4351145,unvalidated_ercot_bias
25INR0190_ERCOT_TX_2022.0,25INR0190,ERCOT,TX,Montague,,"Fortissimo BESS, LCC",Battery,202.65,2022.0,0.4351145,unvalidated_ercot_bias
26INR0028_ERCOT_TX_2022.0,26INR0028,ERCOT,TX,Victoria,,HyFuels Green Lake Solar LLC,Solar,301.82,2022.0,0.4351145,unvalidated_ercot_bias
24INR0436_ERCOT_TX_2022.0,24INR0436,ERCOT,TX,Hidalgo,,SMT McAllen II LLC,Battery,97.43,2022.0,0.4351145,unvalidated_ercot_bias
25INR0222_ERCOT_TX_2022.0,25INR0222,ERCOT,TX,Nueces,,SMT Olympic BESS LLC,Battery,222.81,2022.0,0.4351145,unvalidated_ercot_bias
25INR0214_ERCOT_TX_2022.0,25INR0214,ERCOT,TX,Milam,,"Twin Oaks Solar, LLC",Solar,105.52,2022.0,0.4351145,unvalidated_ercot_bias
AE2-160_PJM_WV_2019.0,AE2-160,PJM,WV,Fayette,AEP,,Hydro,51.0,2019.0,0.4351145,validated
424B_Southeast_FL_2021.0,424B,Southeast,FL,Leon,Florida Power & Light,FPL,Solar,74.5,2021.0,0.4351145,validated
424C_Southeast_FL_2021.0,424C,Southeast,FL,Madison,Florida Power & Light,FPL,Solar,74.5,2021.0,0.4351145,validated
424D_Southeast_FL_2021.0,424D,Southeast,FL,Madison,Florida Power & Light,FPL,Solar,74.5,2021.0,0.4351145,validated
AH1-108_PJM_VA_2021.0,AH1-108,PJM,VA,City Of Richmond,Dominion,,Gas,9.0,2021.0,0.4351145,validated
AF2-378_PJM_MD_2020.0,AF2-378,PJM,MD,Dorchester,DPL,,Solar+Battery,2.65,2020.0,0.4351145,validated
20INR0236_ERCOT_TX_2019.0,20INR0236,ERCOT,TX,Jackson,,New Hickory Solar LLC,Solar,209.15,2019.0,0.4351145,unvalidated_ercot_bias
21INR0253_ERCOT_TX_2019.0,21INR0253,ERCOT,TX,Coke,,BNB Tennyson Solar LLC,Solar,150.0,2019.0,0.4351145,unvalidated_ercot_bias
25INR0173_ERCOT_TX_2022.0,25INR0173,ERCOT,TX,Dickens,,"Wolf Spring Solar, LLC",Battery,202.7,2022.0,0.4351145,unvalidated_ercot_bias
24INR0445_ERCOT_TX_2022.0,24INR0445,ERCOT,TX,Starr,,PureSky Development Inc,Battery,200.0,2022.0,0.4351145,unvalidated_ercot_bias
25INR0262_ERCOT_TX_2022.0,25INR0262,ERCOT,TX,Galveston,,Shepard Energy Storage LLC,Battery,260.22,2022.0,0.4351145,unvalidated_ercot_bias
AI2-020_PJM_VA_2022.0,AI2-020,PJM,VA,Warren,Dominion,,Gas,19.0,2022.0,0.4351145,validated
25INR0186_ERCOT_TX_2022.0,25INR0186,ERCOT,TX,Colorado,,"Samsung Solar Energy 2, LLC",Battery,201.08,2022.0,0.4351145,unvalidated_ercot_bias
25INR0174_ERCOT_TX_2022.0,25INR0174,ERCOT,TX,Concho,,"Concho Pearl Solar, LLC",Solar,171.9,2022.0,0.4351145,unvalidated_ercot_bias
24INR0449_ERCOT_TX_2022.0,24INR0449,ERCOT,TX,Hidalgo,,PureSky Development Inc.,Battery,100.0,2022.0,0.4351145,unvalidated_ercot_bias
25INR0253_ERCOT_TX_2022.0,25INR0253,ERCOT,TX,Van Zandt,,UR-Silo DevCo LLC,Battery,153.72,2022.0,0.4351145,unvalidated_ercot_bias
21INR0257_ERCOT_TX_2019.0,21INR0257,ERCOT,TX,Hill,,"Mercury Solar, LLC",Solar,206.11,2019.0,0.4351145,unvalidated_ercot_bias
25INR0252_ERCOT_TX_2022.0,25INR0252,ERCOT,TX,Maverick,,"Papley Storage, LLC",Battery,102.89,2022.0,0.4351145,unvalidated_ercot_bias
22INR0209_ERCOT_TX_2019.0,22INR0209,ERCOT,TX,Wilbarger,,"Crescent Solar, LLC",Solar,100.54,2019.0,0.4351145,unvalidated_ercot_bias
20INR0247_ERCOT_TX_2019.0,20INR0247,ERCOT,TX,Tom Green,,"Water Valley Wind Energy, LLC",Wind,180.0,2019.0,0.4351145,unvalidated_ercot_bias
20INR0233_ERCOT_TX_2019.0,20INR0233,ERCOT,TX,Lynn,,"Antelope Flats Wind, LLC",Wind,282.0,2019.0,0.4351145,unvalidated_ercot_bias
20INR0235_ERCOT_TX_2019.0,20INR0235,ERCOT,TX,Tom Green,,Knickerbocker Solar LLC,Solar,241.26,2019.0,0.4351145,unvalidated_ercot_bias
20INR0213_ERCOT_TX_2019.0,20INR0213,ERCOT,TX,Tom Green,,Brushy Creek Solar LLC,Solar,177.09,2019.0,0.4351145,unvalidated_ercot_bias
AI2-022_PJM_PA_2022.0,AI2-022,PJM,PA,Bradford,PENELEC,,Gas,60.0,2022.0,0.4351145,validated
25INR0247_ERCOT_TX_2022.0,25INR0247,ERCOT,TX,Navarro,,"Leeward Renewable Energy Development, LLC",Wind,173.0,2022.0,0.4351145,unvalidated_ercot_bias
24INR0439_ERCOT_TX_2022.0,24INR0439,ERCOT,TX,Hidalgo,,,Battery,204.93,2022.0,0.4351145,unvalidated_ercot_bias
25INR0153_ERCOT_TX_2022.0,25INR0153,ERCOT,TX,Colorado,,"Flint Rock Solar Project, LLC",Battery,150.6,2022.0,0.4351145,unvalidated_ercot_bias
24INR0447_ERCOT_TX_2022.0,24INR0447,ERCOT,TX,Hidalgo,,PureSky Development Inc,Battery,200.0,2022.0,0.4351145,unvalidated_ercot_bias
25INR0234_ERCOT_TX_2022.0,25INR0234,ERCOT,TX,Scurry,,,Solar,184.0,2022.0,0.4351145,unvalidated_ercot_bias
25INR0233_ERCOT_TX_2022.0,25INR0233,ERCOT,TX,Hill,,Hillsboro Solar Energy Holdings LLC,Battery,201.6,2022.0,0.4351145,unvalidated_ercot_bias
25INR0201_ERCOT_TX_2022.0,25INR0201,ERCOT,TX,Reeves,,"DBR Solar, LLC",Solar,90.72,2022.0,0.4351145,unvalidated_ercot_bias
25INR0172_ERCOT_TX_2022.0,25INR0172,ERCOT,TX,Dickens,,"Wolf Spring Solar, LLC",Solar,195.7,2022.0,0.4351145,unvalidated_ercot_bias
24INR0456_ERCOT_TX_2022.0,24INR0456,ERCOT,TX,Harris,,Tejas Power Generation LLC,Gas,143.7,2022.0,0.4351145,unvalidated_ercot_bias
25INR0227_ERCOT_TX_2022.0,25INR0227,ERCOT,TX,Delta,,Abei Energy Green XIV LLC,Solar,76.18,2022.0,0.4351145,unvalidated_ercot_bias
26INR0030_ERCOT_TX_2022.0,26INR0030,ERCOT,TX,Freestone,,"Perry Creek Solar, LLC",Solar,102.04,2022.0,0.4351145,unvalidated_ercot_bias
24INR0494_ERCOT_TX_2022.0,24INR0494,ERCOT,TX,Lampasas,,Black Mountain Energy Storage II LLC,Battery,100.8,2022.0,0.4351145,unvalidated_ercot_bias
424A_Southeast_FL_2021.0,424A,Southeast,FL,Leon,Florida Power & Light,FPL,Solar,74.5,2021.0,0.4351145,validated
25INR0270_ERCOT_TX_2022.0,25INR0270,ERCOT,TX,Cameron,,Gransolar Texas Four LLC,Solar,190.01,2022.0,0.4351145,unvalidated_ercot_bias
24INR0472_ERCOT_TX_2022.0,24INR0472,ERCOT,TX,Van Zandt,,"BT Amador Storage, LLC",Battery,102.58,2022.0,0.4351145,unvalidated_ercot_bias
25INR0164_ERCOT_TX_2022.0,25INR0164,ERCOT,TX,Lamar,,Star Dairy Solar LLC,Solar,125.61,2022.0,0.4351145,unvalidated_ercot_bias
25INR0248_ERCOT_TX_2022.0,25INR0248,ERCOT,TX,Wilson,,"Strawberry Acres Energy Center, LLC",Battery,156.73,2022.0,0.4351145,unvalidated_ercot_bias
25INR0266_ERCOT_TX_2022.0,25INR0266,ERCOT,TX,Travis,,"DERIVA ENERGY STORAGE, LLC",Battery,75.0,2022.0,0.4351145,unvalidated_ercot_bias
1154_ISO-NE_MA_2021.0,1154,ISO-NE,MA,,ISO-NE,,Other_combined,18.0,2021.0,0.4351145,validated
24INR0106_ERCOT_TX_2021.0,24INR0106,ERCOT,TX,Hill,,"Gransolar Texas Ten, LLC",Solar,84.99,2021.0,0.4351145,unvalidated_ercot_bias
23INR0349_ERCOT_TX_2021.0,23INR0349,ERCOT,TX,Mclennan,,"Gransolar Texas Eight, LLC",Solar,170.45,2021.0,0.4351145,unvalidated_ercot_bias
23INR0343_ERCOT_TX_2021.0,23INR0343,ERCOT,TX,Webb,,Guajillo Energy Storage LLC,Battery,204.8,2021.0,0.4351145,unvalidated_ercot_bias
23INR0318_ERCOT_TX_2021.0,23INR0318,ERCOT,TX,Wilson,,"Marcelina Solar, LLC",Battery,203.21,2021.0,0.4351145,unvalidated_ercot_bias
1149_ISO-NE_MA_2021.0,1149,ISO-NE,MA,Franklin,,,Other_combined,6.69999980926513,2021.0,0.4351145,validated
24INR0493_ERCOT_TX_2022.0,24INR0493,ERCOT,TX,Fort Bend,,RWE Renewables,Battery,154.2,2022.0,0.4351145,unvalidated_ercot_bias
AH1-536_PJM_MD_2021.0,AH1-536,PJM,MD,Queen Anne's,DPL,,Solar+Battery,41.8,2021.0,0.4351145,validated
AH1-446_PJM_VA_2021.0,AH1-446,PJM,VA,Westmoreland,Dominion,,Solar+Battery,65.0,2021.0,0.4351145,validated
AH1-447_PJM_VA_2021.0,AH1-447,PJM,VA,Pittsylvania,AEP,,Solar+Battery,60.0,2021.0,0.4351145,validated
AH1-337_PJM_IN_2021.0,AH1-337,PJM,IN,Randolph,AEP,,Solar+Battery,75.0,2021.0,0.4351145,validated
23INR0376_ERCOT_TX_2021.0,23INR0376,ERCOT,TX,Brazoria,,Oyster Creek LLC,Battery,250.0,2021.0,0.4351145,unvalidated_ercot_bias
AH1-215_PJM_VA_2021.0,AH1-215,PJM,VA,Charlotte,Dominion,,Solar+Battery,31.5,2021.0,0.4351145,validated
AH1-216_PJM_VA_2021.0,AH1-216,PJM,VA,Isle Of Wight,Dominion,,Solar+Battery,99.0,2021.0,0.4351145,validated
24INR0117_ERCOT_TX_2021.0,24INR0117,ERCOT,TX,Freestone,,Palmera Solar Development LLC,Solar,221.78,2021.0,0.4351145,unvalidated_ercot_bias
22INR0555_ERCOT_TX_2021.0,22INR0555,ERCOT,TX,Rockwall,,"BT Smith Storage, LLC",Battery,125.36,2021.0,0.4351145,unvalidated_ercot_bias
22INR0554_ERCOT_TX_2021.0,22INR0554,ERCOT,TX,Fannin,,Platinum Energy Storage LLC,Battery,309.53,2021.0,0.4351145,unvalidated_ercot_bias
23INR0354_ERCOT_TX_2021.0,23INR0354,ERCOT,TX,Starr,,Bordertown BESS LLC,Battery,100.0,2021.0,0.4351145,unvalidated_ercot_bias
J3183_MISO_SD_2022.0,J3183,MISO,SD,Grant,OTTER TAIL POWER COMPANY,,Solar+Battery,125.0,2022.0,0.4351145,unvalidated
22INR0274_ERCOT_TX_2020.0,22INR0274,ERCOT,TX,Jones,,"Jones City Solar II, LLC",Solar,190.18,2020.0,0.4351145,unvalidated_ercot_bias
25INR0166_ERCOT_TX_2022.0,25INR0166,ERCOT,TX,Hill,,"Hill Solar II, LLC",Solar,201.4,2022.0,0.4351145,unvalidated_ercot_bias
25INR0195_ERCOT_TX_2022.0,25INR0195,ERCOT,TX,Uvalde,,CED Development Inc.,Solar,300.0,2022.0,0.4351145,unvalidated_ercot_bias
25INR0151_ERCOT_TX_2022.0,25INR0151,ERCOT,TX,Dickens,,,Wind,304.56,2022.0,0.4351145,unvalidated_ercot_bias
J2895_MISO_IN_2022.0,J2895,MISO,IN,Clark,DUKE ENERGY INDIANA,,Solar+Battery,120.0,2022.0,0.4351145,unvalidated
25INR0193_ERCOT_TX_2022.0,25INR0193,ERCOT,TX,Gonzales,,"Pecan Springs Energy, LLC",Solar,201.15,2022.0,0.4351145,unvalidated_ercot_bias
AF1-007_PJM_DE_2019.0,AF1-007,PJM,DE,Sussex,DPL,,Other_combined,7.3,2019.0,0.4351145,validated
J2738_MISO_IL_2022.0,J2738,MISO,IL,Rock Island,MIDAMERICAN ENERGY CO.,,Solar+Battery,128.0,2022.0,0.4351145,unvalidated
977_ISO-NE_MA_2020.0,977,ISO-NE,MA,Plymouth,NSTAR,,Solar+Battery,55.1399993896484,2020.0,0.4351145,validated
976_ISO-NE_MA_2020.0,976,ISO-NE,MA,Bristol,NSTAR,,Solar+Battery,11.3380002975463,2020.0,0.4351145,validated
975_ISO-NE_MA_2020.0,975,ISO-NE,MA,Plymouth,NSTAR,,Solar+Battery,20.4599990844726,2020.0,0.4351145,validated
22INR0549_ERCOT_TX_2021.0,22INR0549,ERCOT,TX,Henderson,,Tanzanite Energy Storage LLC,Battery,265.8,2021.0,0.4351145,unvalidated_ercot_bias
23INR0351_ERCOT_TX_2021.0,23INR0351,ERCOT,TX,Webb,,Seven Flags BESS LLC,Battery,102.7,2021.0,0.4351145,unvalidated_ercot_bias
24INR0070_ERCOT_TX_2021.0,24INR0070,ERCOT,TX,Milam,,Sypert Branch Solar LLC,Solar,261.15,2021.0,0.4351145,unvalidated_ercot_bias
24INR0115_ERCOT_TX_2021.0,24INR0115,ERCOT,TX,Guadalupe,,Aster Solar,Solar,203.52,2021.0,0.4351145,unvalidated_ercot_bias
23INR0381_ERCOT_TX_2021.0,23INR0381,ERCOT,TX,Bexar,,Bexar ESS LLC,Battery,102.6,2021.0,0.4351145,unvalidated_ercot_bias
